name,min,max,mean,std,p1,p50,p99,mae,psnr,corr
gt,0.0,1.0,0.2621866464614868,0.1714911013841629,0.032499998807907104,0.1899999976158142,0.7074999809265137,0.0,inf,1.0
iter0,0.0,0.8225269913673401,1.9321205400046892e-06,0.001062790397554636,0.0,0.0,0.0,0.2621874511241913,10.081025093452174,-0.0012959132310481265
iter100,4.893548975815065e-05,1.569492220878601,0.20344749093055725,0.1490737348794937,0.0018889769131783397,0.18104835599660873,0.6979728424549102,0.16633541882038116,13.089560695141422,0.11708883265144446
iter500,0.002298293635249138,1.4541631937026978,0.24962566792964935,0.14475081861019135,0.04681110303848982,0.21181343495845795,0.6979082810878754,0.15884508192539215,13.456713496551426,0.10884822368026302
iter1000,0.0040947445668280125,1.4787871837615967,0.2479715645313263,0.14871205389499664,0.04362435083836317,0.20603737980127335,0.7063710635900498,0.15927717089653015,13.394449213271113,0.1168353282837006
