init_name,init_path,num_points,xyz_x_min,xyz_x_max,xyz_y_min,xyz_y_max,xyz_z_min,xyz_z_max,density_min,density_max,density_mean,density_std,density_p1,density_p50,density_p99,init_voxel_psnr,init_voxel_mae,init_voxel_corr,vol_min,vol_max,vol_mean,vol_std,vol_p1,vol_p50,vol_p99
fdk_init,data/anatcoder_cases/case001_50v/init_case001_50v.npy,50000,-1.0,0.984375,-1.0,0.984375,-1.0,0.984375,0.00750143313780427,0.1734623908996582,0.04015383683610708,0.025497345785907982,0.008641793439164758,0.031445302069187164,0.11206015065312395,13.580083847045898,0.15663477778434753,0.11722801117440071,0.009286795742809772,1.268076777458191,0.27260833978652954,0.14150607585906982,0.07654926799237728,0.22732244431972504,0.7284876507520675
random_init,data/anatcoder_cases/case001_50v/init_case001_50v_random.npy,50000,-0.9999415656117772,0.9999559035614456,-0.9999602061159316,0.9999490929739188,-0.9999933788910853,0.9999760076154092,1.354237572837036e-05,0.9999990120313899,0.5026981735077579,0.28797558009353236,0.010012627906529539,0.5053925798464975,0.9901512328778487,-10.451083183288574,3.229039192199707,-0.019538872273230447,0.31058093905448914,7.693369388580322,3.4912166595458984,0.7956976294517517,1.626611329317093,3.4858500957489014,5.383074617385864
