iter,proj_loss_train,proj_psnr_val,global_psnr,voxel_mean,voxel_std,voxel_p1,voxel_p50,voxel_p99,num_gaussians,density_mean,density_std,scale_mean,scale_std,densify_added,prune_removed,proj_minus_voxel_psnr,gaussian_delta
2500,0.0019085051026195,46.55100560134324,12.986131205714702,0.2605758905410766,0.1644163578748703,0.076541006565094,0.1856460720300674,0.695091724395752,96813,0.0284464620053768,0.0160061810165643,0.0403495877981185,0.0187595896422863,243,7,33.564874395628536,236
2600,0.0019906961824744,46.40944931700983,13.00539371395246,0.2605897784233093,0.1642665416002273,0.0767291039228439,0.1859986037015915,0.6953071355819702,97086,0.028613943606615,0.01631960272789,0.0403719209134578,0.0190002042800188,285,12,33.40405560305737,273
2700,0.0018759681843221,46.79273154369681,12.990964761032217,0.2608470618724823,0.1648276448249817,0.0761119797825813,0.1857928037643432,0.6968188285827637,97352,0.0287824645638465,0.0165879670530557,0.0403825603425502,0.0192059427499771,270,4,33.80176678266459,266
2800,0.0018871135544031,46.60720587220935,12.992861597029858,0.260700523853302,0.1645832806825637,0.0760499164462089,0.1858376860618591,0.6948480606079102,97555,0.0289381742477417,0.0169060491025447,0.0403950661420822,0.0194030534476041,211,8,33.61434427517949,203
2900,0.0018410282209515,46.8297734838461,12.988384242280825,0.2607618570327759,0.1647066920995712,0.0761552900075912,0.1856747567653656,0.6957082748413086,97766,0.0291181039065122,0.0172114726155996,0.0404111668467521,0.0196153875440359,212,1,33.841389241565274,211
3000,0.0020798824261873,47.29605447943629,13.00029194455557,0.2605613470077514,0.1644118428230285,0.0760369002819061,0.1860954910516739,0.6969460844993591,97981,0.0292667653411626,0.0175153277814388,0.0404327698051929,0.0198649298399686,220,5,34.29576253488072,215
3100,0.0018053882522508,47.134003357566485,12.99263987546018,0.2609255313873291,0.1646447479724884,0.076236106455326,0.1863344609737396,0.6967318058013916,98229,0.0294115021824836,0.0177605543285608,0.0404554307460784,0.0200648754835128,257,9,34.14136348210631,248
3200,0.0020194661337882,47.34378681528938,12.99621780698774,0.2607526481151581,0.1643725633621215,0.0760598257184028,0.1861407458782196,0.6945651769638062,98474,0.0295494757592678,0.0179911814630031,0.0404750928282737,0.0202832091599702,250,5,34.34756900830163,245
3300,0.0018186676315963,47.16365680704853,12.996504220497862,0.2605937421321869,0.1645594239234924,0.0758885815739631,0.1858948469161987,0.6948072910308838,98780,0.0296279080212116,0.0181310027837753,0.0404925756156444,0.0204771179705858,312,6,34.16715258655067,306
3400,0.0016725677996873,46.94356943092308,12.986529264447116,0.260670006275177,0.1647801995277404,0.0751094967126846,0.1859525442123413,0.6963639855384827,99054,0.0297310966998338,0.0183072891086339,0.0405240878462791,0.0207077842205762,281,7,33.95704016647596,274
3500,0.0018012444488704,47.25149832784044,12.997457455543664,0.2607776522636413,0.1645967215299606,0.0746727660298347,0.186229258775711,0.6953000426292419,99245,0.029850935563445,0.0185290202498435,0.0405355393886566,0.0208622384816408,203,12,34.25404087229677,191
3600,0.0016262761782854,47.43342505200851,12.982937116167728,0.2607123851776123,0.1648600548505783,0.0749402567744255,0.1859938353300094,0.6962417364120483,99449,0.0299864392727613,0.0187981538474559,0.0405622757971286,0.0210776794701814,218,14,34.45048793584078,204
3700,0.0016883516218513,47.56868401459323,12.98571098281145,0.2607391476631164,0.164937138557434,0.0746564120054245,0.1860404163599014,0.6950668096542358,99628,0.0301104262471199,0.0190265923738479,0.0405688434839248,0.021213399246335,192,13,34.58297303178178,179
3800,0.001687723910436,47.62302612168749,12.985668512314897,0.2608047127723694,0.1649241149425506,0.0740386173129081,0.1861909478902816,0.695837140083313,99844,0.0302263442426919,0.0192306395620107,0.0405910387635231,0.0214073043316602,219,3,34.63735760937259,216
3900,0.0016987088602036,47.54137474004854,12.987891693033148,0.2607839405536651,0.1648155301809311,0.0741349458694458,0.1863050460815429,0.6944634914398193,100073,0.0303293522447347,0.0194578729569911,0.0406115464866161,0.0215683206915855,236,7,34.55348304701539,229
4000,0.0017359381308779,47.40133279314564,12.973655753944271,0.2607680261135101,0.1653049439191818,0.0734580233693122,0.1860920786857605,0.6986526250839233,100295,0.0304127093404531,0.0196155756711959,0.0406309403479099,0.0217401627451181,230,8,34.42767703920137,222
4100,0.0018894200911745,48.00028801063555,12.98297634450824,0.2610063850879669,0.165242850780487,0.0732853338122367,0.186280757188797,0.6977323293685913,100453,0.0305283516645431,0.019838536158204,0.0406394712626934,0.0218363907188177,179,21,35.01731166612731,158
4200,0.0020552845671772,47.26691181606359,12.977576456936808,0.2609038054943084,0.1652961671352386,0.0737326890230178,0.1861767023801803,0.6987814903259277,100633,0.0306411068886518,0.0200440753251314,0.040656492114067,0.0220044832676649,192,12,34.28933535912678,180
4300,0.001785562839359,48.031529786871815,12.982621373084989,0.2609527111053467,0.1650284230709076,0.0729506090283393,0.1864290982484817,0.6959917545318604,100849,0.0307185519486665,0.020201314240694,0.0406726486980915,0.0221219882369041,222,6,35.048908413786826,216
4400,0.0015549974050372,47.640451442104855,12.981910874334853,0.260969340801239,0.1653132736682891,0.0733170062303543,0.1863282620906829,0.6974858045578003,101022,0.0308279525488615,0.0204267054796218,0.0407049059867858,0.0223029665648937,188,15,34.658540567770004,173
4500,0.0015871812356635,48.33890040322787,12.977773966018418,0.2609629034996032,0.1652367264032364,0.0731556490063667,0.1861730813980102,0.6972523331642151,101162,0.0309308636933565,0.0206015091389417,0.0407170876860618,0.0224292483180761,161,21,35.36112643720945,140
4600,0.0016019355971366,47.87381583953397,12.983533296552253,0.2609971463680267,0.1651676148176193,0.07393529266119,0.1863114535808563,0.6970585584640503,101328,0.0310240518301725,0.0207771826535463,0.0407306142151355,0.0225423369556665,186,20,34.890282542981716,166
4700,0.0016636871732771,48.31909496884659,12.982601760473544,0.2610098719596863,0.1651269197463989,0.073330134153366,0.1864424496889114,0.6962677836418152,101469,0.0311338920146226,0.0209994632750749,0.0407491847872734,0.0226819943636655,145,4,35.33649320837305,141
4800,0.0015508712967857,48.3388012475961,12.980643196079283,0.2608985900878906,0.1651768386363983,0.072605662047863,0.1864254772663116,0.6977502107620239,101626,0.0312249474227428,0.0211882889270782,0.0407578870654106,0.0228029787540435,168,11,35.35815805151682,157
4900,0.0016406294889748,48.09691328076356,12.970934786036208,0.2610797882080078,0.1654087752103805,0.0734468325972557,0.1863962262868881,0.6991773247718811,101828,0.0313211344182491,0.0213535539805889,0.040782656520605,0.0229375455528497,218,16,35.12597849472735,202
5000,0.0015398660907521,47.63538179231809,12.969004551760548,0.2608565092086792,0.1653934866189956,0.0728726536035537,0.1862227618694305,0.6983226537704468,102045,0.031374379992485,0.0214653424918651,0.0407985746860504,0.0230729915201663,224,7,34.666377240557544,217
5100,0.0017359557095915,47.817007638552354,12.97638581199784,0.2610929012298584,0.1652608960866928,0.0732650384306907,0.1867042481899261,0.6984422206878662,102163,0.0314717143774032,0.0216592662036418,0.0408203192055225,0.02319822832942,131,13,34.84062182655451,118
5200,0.0016097864136099,48.39071354631891,12.976659361725089,0.2610737085342407,0.1653841286897659,0.0728539153933525,0.186602234840393,0.6982287168502808,102301,0.0315473340451717,0.021799674257636,0.0408270396292209,0.0232899468392133,183,45,35.41405418459382,138
5300,0.0014772278955206,48.02439432313978,12.979591149850233,0.2611039578914642,0.1653606295585632,0.0725580900907516,0.1867990493774414,0.6986420154571533,102429,0.0316543206572532,0.0219952911138534,0.0408431179821491,0.0234063938260078,140,12,35.04480317328955,128
5400,0.0014666942879557,47.71933340438905,12.980483476868685,0.2610930204391479,0.1653031110763549,0.0736460760235786,0.1866111010313034,0.6976203918457031,102591,0.0317309089004993,0.0221675746142864,0.0408636219799518,0.0235364623367786,174,12,34.73884992752036,162
5500,0.0018490878865122,48.17684027397036,12.979570587038772,0.2610014677047729,0.1653928011655807,0.0733980387449264,0.186532437801361,0.6985764503479004,102761,0.0317842178046703,0.0222728531807661,0.0408818796277046,0.0236611664295196,186,16,35.19726968693159,170
5600,0.0015113647095859,48.62726166232183,12.97888339532206,0.2610766589641571,0.165300190448761,0.0727851465344429,0.1866312623023986,0.6979871988296509,102924,0.0318746715784072,0.0224720425903797,0.0409003943204879,0.0237804427742958,168,5,35.64837826699977,163
5700,0.0015580705367028,48.07026546334468,12.971271807436178,0.2611120343208313,0.1655999273061752,0.0728286653757095,0.1866905689239502,0.6990648508071899,103071,0.0319545306265354,0.022627905011177,0.040913563221693,0.0238928031176328,156,9,35.0989936559085,147
5800,0.0018245899118483,48.17776239425241,12.96972191784101,0.2610252797603607,0.165739506483078,0.0725340619683265,0.186432808637619,0.6982091069221497,103244,0.0320176891982555,0.022730503231287,0.0409246943891048,0.0239953864365816,185,12,35.2080404764114,173
5900,0.0014155230019241,48.41773044129965,12.971779152523748,0.260964959859848,0.1656263619661331,0.0725877657532692,0.1864132732152938,0.6990053653717041,103422,0.0320724435150623,0.0228356160223484,0.0409417934715747,0.0241043176501989,184,6,35.4459512887759,178
6000,0.0014301992487162,48.90175025509101,12.978424364286866,0.2610222697257995,0.165420576930046,0.0721889436244964,0.1866244673728943,0.6973140835762024,103540,0.0321591049432754,0.0229989513754844,0.0409589372575283,0.0242043416947126,128,10,35.92332589080414,118
6100,0.0013604497071355,48.40119780093844,12.971522906983877,0.2609885931015014,0.1654951423406601,0.0722815543413162,0.1864270567893982,0.6975419521331787,103644,0.032245323061943,0.0231898017227649,0.0409728810191154,0.0243100393563509,107,3,35.42967489395456,104
6200,0.0013517698971554,48.75108942220899,12.968827952997724,0.2610093951225281,0.165628969669342,0.0721890181303024,0.1865793913602829,0.6993492245674133,103807,0.0323005989193916,0.0233006384223699,0.0409928150475025,0.0244320034980773,165,2,35.782261469211264,163
6300,0.0015488368226215,48.138798561131125,12.978085823847987,0.2610802948474884,0.165601298213005,0.0721161440014839,0.1866481006145477,0.6991685032844543,103930,0.032388512045145,0.0234836712479591,0.0410096123814582,0.0245265308767557,131,8,35.160712737283134,123
6400,0.0016677816165611,48.88065686938721,12.974638325804204,0.2610692381858825,0.165679395198822,0.0716315433382988,0.1865110695362091,0.699245810508728,104114,0.0324284695088863,0.0235678385943174,0.0410332269966602,0.0246534328907728,191,7,35.906018543583,184
6500,0.0014547918690368,48.956523755312745,12.97363297323625,0.2609854936599731,0.1657478958368301,0.0717903971672058,0.1864783763885498,0.699469804763794,104273,0.0325000844895839,0.0237499512732028,0.0410648360848426,0.0248099789023399,167,8,35.982890782076495,159
6600,0.0013898521428927,48.76909392698128,12.980139313183823,0.2610211968421936,0.1654779762029647,0.0719674080610275,0.1867965757846832,0.6989868879318237,104373,0.0325730927288532,0.0238987561315298,0.0410742051899433,0.0248893704265356,117,17,35.78895461379746,100
6700,0.0015368682797998,48.97541175344258,12.971181376672124,0.2612262964248657,0.1657130271196365,0.0721633806824684,0.1868007928133011,0.6998220682144165,104520,0.0326362438499927,0.024044157937169,0.0410988293588161,0.0249966196715831,152,5,36.00423037677045,147
6800,0.0015501563902944,49.08536029814677,12.97273499517005,0.2609950602054596,0.1655767112970352,0.0723448768258094,0.1866732984781265,0.6996110081672668,104651,0.0326936952769756,0.0241670161485672,0.0411141887307167,0.0251131355762481,136,5,36.11262530297672,131
6900,0.0014316872693598,48.94606042731148,12.964594617273688,0.2611581683158874,0.1656974107027053,0.0714830532670021,0.1866724789142608,0.7008200883865356,104772,0.0327697843313217,0.0242987070232629,0.041140392422676,0.0252223312854766,128,7,35.98146581003779,121
7000,0.0014401156222447,48.85404722366567,12.967957563838056,0.2612014412879944,0.1657001674175262,0.0712177902460098,0.1866944432258606,0.7000266909599304,104939,0.0328172445297241,0.0244124755263328,0.0411483012139797,0.0252972748130559,173,6,35.88608965982761,167
7100,0.0012962741311639,49.259985209371855,12.977101829564488,0.2611366212368011,0.1655617654323578,0.0708993896842002,0.18690025806427,0.6992800235748291,105033,0.0328854583203792,0.0245252512395381,0.0411584451794624,0.0253741554915905,100,6,36.282883379807366,94
7200,0.00145898910705,49.06687264143983,12.965794203983092,0.2611066699028015,0.1657910943031311,0.0708969160914421,0.1867536306381225,0.6988989114761353,105147,0.032937042415142,0.0246487539261579,0.0411775819957256,0.025480268523097,117,3,36.101078437456735,114
7300,0.0014679983723908,48.92542590206736,12.967434324711991,0.2612425684928894,0.1657962203025818,0.0714958235621452,0.1868728101253509,0.6991738080978394,105239,0.0330129265785217,0.0247995443642139,0.0411964356899261,0.0255683250725269,98,6,35.95799157735537,92
7400,0.0014854243490844,49.20399857847176,12.965789079576522,0.2611523568630218,0.1656824350357055,0.0712608769536018,0.1868950128555297,0.7002870440483093,105377,0.0330573767423629,0.0249111074954271,0.041213508695364,0.0256735514849424,140,2,36.23820949889524,138
7500,0.0015957379946485,49.17451753772469,12.966940942012728,0.2611586451530456,0.1658223569393158,0.0711291208863258,0.1867767423391342,0.6998002529144287,105466,0.0331371091306209,0.025043373927474,0.0412283167243003,0.0257533676922321,94,5,36.20757659571196,89
7600,0.0014321940252557,48.76026028301455,12.970980319273895,0.2612146139144897,0.1658231168985366,0.0705152973532676,0.1868676543235778,0.6997520923614502,105595,0.0331913642585277,0.0251451376825571,0.0412466041743755,0.0258440151810646,134,5,35.789279963740654,129
7700,0.0014708989765495,49.259617919555374,12.965202375001963,0.261215329170227,0.1658828556537628,0.0704498216509819,0.1867635548114776,0.7002387046813965,105732,0.0332394689321517,0.0252513829618692,0.0412579029798507,0.0259302612394094,143,6,36.29441554455341,137
7800,0.0013631046749651,49.22272048131486,12.963463223280415,0.261228859424591,0.1658584177494049,0.0703533515334129,0.1868951320648193,0.6985572576522827,105875,0.0332910567522048,0.0253643244504928,0.0412802211940288,0.0260450504720211,144,1,36.259257258034445,143
7900,0.0013171439059078,49.4483966560506,12.963839361468724,0.2611540853977203,0.1658697426319122,0.0704358890652656,0.1866796016693115,0.6995214223861694,105984,0.0333472155034542,0.0254812166094779,0.0412977486848831,0.0261500123888254,115,6,36.484557294581876,109
8000,0.0014476797077804,49.56014736055006,12.96087787480485,0.261132538318634,0.1660482436418533,0.0699439868330955,0.1866762638092041,0.7008786201477051,106097,0.0334024578332901,0.0255817975848913,0.0413123480975627,0.0262494422495365,117,4,36.59926948574521,113
8100,0.0014232278335839,49.38676263920235,12.963864972061836,0.2612038850784302,0.1659266203641891,0.0698251947760582,0.1868677586317062,0.7010414600372314,106201,0.0334606170654296,0.0257064886391162,0.041326992213726,0.0263235289603471,106,2,36.42289766714052,104
8200,0.0012707923306152,49.26494566405644,12.974032455088988,0.261159747838974,0.1656564623117447,0.0701018646359443,0.1869552731513977,0.6986153721809387,106327,0.0335098095238208,0.025793993845582,0.0413418672978878,0.0264093335717916,126,0,36.29091320896745,126
8300,0.0013690292835235,49.28926950460279,12.968447536865211,0.2612149715423584,0.1659314334392547,0.0697469860315322,0.1868879199028015,0.7002665996551514,106446,0.0335634052753448,0.0259068552404642,0.0413650050759315,0.0265074763447046,120,1,36.32082196773758,119
8400,0.0013158363290131,48.7197531713974,12.965369859545238,0.2611683011054992,0.165921151638031,0.069731555879116,0.186891496181488,0.6991420984268188,106550,0.0336126275360584,0.0260155480355024,0.0413766652345657,0.0265936646610498,109,5,35.754383311852166,104
8500,0.0015181278577074,49.6605815243086,12.9640528944086,0.2613806128501892,0.166001409292221,0.0698660910129547,0.1870422214269638,0.7009338140487671,106656,0.0336808003485202,0.0261427741497755,0.0413997694849967,0.0266895070672035,108,2,36.6965286299,106
8600,0.0013934263261035,49.56446399759635,12.964624074591114,0.2612155675888061,0.1659851372241974,0.0692859068512916,0.1868979334831237,0.7003188133239746,106744,0.0337269827723503,0.0262425858527421,0.0414129607379436,0.0267783291637897,91,3,36.599839923005234,88
8700,0.0013552540913224,49.7413864641989,12.962848027457214,0.2612611651420593,0.1659383475780487,0.0695826113224029,0.1869787871837616,0.7004128694534302,106845,0.0337783731520175,0.0263383891433477,0.0414324514567852,0.0268751606345176,101,0,36.778538436741684,101
8800,0.0012467241613194,49.738816630334654,12.964711166959082,0.2611585557460785,0.165889486670494,0.0693988725543022,0.1869309246540069,0.6997016668319702,106944,0.0338178314268589,0.02640744112432,0.0414404980838298,0.0269487854093313,103,4,36.77410546337557,99
8900,0.0012654472375288,49.30353341224912,12.953637877968792,0.2612106502056122,0.1662123203277588,0.0692117661237716,0.1867690235376358,0.7009540796279907,107048,0.0338840372860431,0.0265466142445802,0.0414590276777744,0.0270424969494342,106,2,36.34989553428032,104
9000,0.0013581726234406,49.448565842917056,12.965562330638946,0.2612221837043762,0.165992796421051,0.0697566568851471,0.1869775354862213,0.7009458541870117,107153,0.0339277423918247,0.0266428291797637,0.0414765663444995,0.0271264817565679,109,4,36.48300351227811,105
9100,0.0012908854987472,49.46544316223257,12.960834686731602,0.26126429438591,0.1660506576299667,0.0693812742829322,0.1870621293783188,0.7009870409965515,107260,0.0339870266616344,0.0267705544829368,0.041498452425003,0.0272193383425474,115,8,36.504608475500966,107
9200,0.0012927716597914,49.758929105264194,12.966469717755862,0.2612165510654449,0.1660360097885131,0.0690163373947143,0.1870104521512985,0.7002815008163452,107354,0.034029122442007,0.0268740691244602,0.0415146723389625,0.0272957738488912,97,3,36.79245938750833,94
9300,0.0013117894995957,49.90652817274932,12.959576342860288,0.261270135641098,0.1661743372678756,0.069559670984745,0.1869723349809646,0.7014479637145996,107483,0.0340725034475326,0.0269526056945323,0.0415414161980152,0.0274065546691417,131,2,36.94695182988903,129
9400,0.0013635685900226,49.751017947228846,12.9592693290234,0.2612967193126678,0.1661100685596466,0.0688874199986457,0.1869748383760452,0.7015146613121033,107594,0.0341184996068477,0.0270431898534297,0.0415571443736553,0.0274904314428567,116,5,36.791748618205446,111
9500,0.0012377018574625,49.85386590213335,12.962333404035071,0.2611965537071228,0.1659567058086395,0.0693227648735046,0.1869216859340667,0.7001674175262451,107663,0.0341753102838993,0.0271544884890317,0.0415701456367969,0.027566909790039,72,3,36.89153249809828,69
9600,0.0012913793325424,49.41577728241104,12.95930706497096,0.2612785100936889,0.1659402996301651,0.0692079216241836,0.1870866268873214,0.7010538578033447,107757,0.0342273525893688,0.0272747091948986,0.0415875911712646,0.0276479572057724,97,3,36.456470217440085,94
9700,0.001346306875348,49.70650988253982,12.971418039890027,0.2612944841384887,0.1659720689058303,0.0687319114804267,0.1872230768203735,0.7004280090332031,107898,0.0342535711824893,0.0273591615259647,0.0416058413684368,0.0277249403297901,146,5,36.735091842649794,141
9800,0.0013275728560984,49.621280365130986,12.968915129710918,0.2612203657627105,0.1658439934253692,0.069478191435337,0.1870591640472412,0.6989402770996094,107983,0.034298051148653,0.0274523124098777,0.0416236296296119,0.0278158672153949,88,3,36.65236523542006,85
9900,0.0013475843006744,49.3840918102574,12.962661437415976,0.261375367641449,0.1660953611135482,0.0690920054912567,0.1872228980064392,0.7005855441093445,108076,0.0343427844345569,0.0275270566344261,0.0416427589952945,0.0278978049755096,98,5,36.42143037284143,93
10000,0.0013858808670192,49.90123656576085,12.961246430500305,0.2612646818161011,0.166101261973381,0.0687161087989807,0.1870850026607513,0.7013872265815735,108133,0.034396007657051,0.0276308171451091,0.0416589081287384,0.0279833301901817,58,1,36.939990135260544,57
10100,0.0012477990239858,50.125883587584205,12.961983955729524,0.2612417340278625,0.1659609079360962,0.0689829364418983,0.1870682537555694,0.7002778053283691,108222,0.0344445668160915,0.0277302134782075,0.041673045605421,0.028061443939805,89,0,37.16389963185468,89
10200,0.0012701845262199,49.82066119612842,12.963948847811537,0.2612199485301971,0.1658477038145065,0.0691266953945159,0.1872444450855255,0.6991398930549622,108297,0.0344904325902462,0.0278257075697183,0.0416864827275276,0.0281354673206806,76,1,36.85671234831688,75
10300,0.0013149374863132,49.63453045024698,12.961337294522828,0.261223554611206,0.1660870611667633,0.0684329718351364,0.1871082782745361,0.6996116638183594,108394,0.0345235280692577,0.0278917886316776,0.0416992083191871,0.0281984787434339,102,5,36.67319315572415,97
10400,0.0011833052849397,50.15918408118463,12.95910591696705,0.2613169550895691,0.1661411821842193,0.06876852363348,0.18709397315979,0.7004154920578003,108498,0.0345667153596878,0.0279977433383464,0.0417183823883533,0.0282821524888277,105,1,37.20007816421757,104
10500,0.0011302380589768,50.01596205963175,12.96611449139296,0.2612090110778808,0.1659822314977646,0.0686400160193443,0.1870840489864349,0.7005965709686279,108580,0.0346051976084709,0.028075298294425,0.0417331382632255,0.0283681917935609,82,0,37.04984756823879,82
10600,0.0014324249932542,49.33520292438948,12.95915228571242,0.2613593339920044,0.1662086099386215,0.0682549923658371,0.1871805936098098,0.700499415397644,108658,0.0346570760011673,0.0281561445444822,0.0417474694550037,0.0284209102392196,83,5,36.37605063867706,78
10700,0.001331408158876,50.084598051661786,12.95392820442964,0.2613537907600403,0.1663349717855453,0.0681794360280036,0.1871078610420227,0.7011735439300537,108747,0.0346976295113563,0.02824910543859,0.0417640805244445,0.0285025313496589,89,0,37.13066984723214,89
10800,0.0012780998367816,50.09479818971128,12.961293461992934,0.2612593173980713,0.1660899668931961,0.0684814378619194,0.1871640980243683,0.7000859975814819,108836,0.0347421616315841,0.0283485408872365,0.041786465793848,0.0285960640758276,91,2,37.133504727718346,89
10900,0.0013398274313658,50.29733972989672,12.961800922600004,0.2612954378128052,0.1660271883010864,0.0682634562253952,0.1871865093708038,0.7008304595947266,108933,0.0347775556147098,0.0283814612776041,0.0418029613792896,0.0286786537617445,98,1,37.335538807296714,97
