iter,proj_loss_train,proj_loss_val,proj_psnr_val,global_psnr,voxel_mae,voxel_mean,voxel_std,voxel_min,voxel_max,voxel_p1,voxel_p50,voxel_p99,num_gaussians,density_mean,density_std,scale_mean,scale_std,densify_added,prune_removed,lr_xyz
100,0.0052233245223760605,0.006218691046039264,36.58064875936394,13.269389391053197,0.15903830528259277,0.25116196274757385,0.15085354447364807,0.0049336738884449005,1.2409820556640625,0.061934489756822586,0.19260713458061218,0.6921535134315491,50000,0.038561612367630005,0.027123358100652695,0.039094217121601105,0.008722440339624882,0,0,0.00019847081922641984
200,0.004241151735186577,0.004718724017341931,38.95368411880988,13.167447685619143,0.16064034402370453,0.25374624133110046,0.15547195076942444,0.005194013938307762,1.2633541822433472,0.06276898086071014,0.19048306345939636,0.6928821206092834,50000,0.03917217254638672,0.028865806758403778,0.03904373198747635,0.009105832315981388,0,0,0.00019695333042203127
300,0.003239634446799755,0.004082128405570984,40.24905706170158,13.12472989114077,0.16124048829078674,0.25510889291763306,0.15755504369735718,0.0033673846628516912,1.2742209434509277,0.06389842927455902,0.18938970565795898,0.692553699016571,50000,0.03994716331362724,0.030402375385165215,0.039038676768541336,0.009497525170445442,0,0,0.000195447444191162
400,0.002892070449888706,0.003648758245011171,41.24215664151649,13.10038916662573,0.16158676147460938,0.25606149435043335,0.15898571908473969,0.0025907917879521847,1.278000831604004,0.06452052295207977,0.1886196732521057,0.6924295425415039,50000,0.04075701907277107,0.03176893666386604,0.03904152661561966,0.009868878871202469,0,0,0.0001939530718216496
500,0.004117827396839857,0.003371313912793994,41.94708952738299,13.077224982136856,0.16195301711559296,0.2567009925842285,0.1598397195339203,0.0016731924843043089,1.2696949243545532,0.06585164368152618,0.18792644143104553,0.6933335661888123,50000,0.04158458858728409,0.03309154137969017,0.03903849050402641,0.010222467593848705,0,0,0.00019247012527961736
600,0.0029882132075726986,0.003251185640692711,42.33593423119571,13.076238966903354,0.1619744896888733,0.2572370767593384,0.16039934754371643,0.0011093172943219543,1.2685692310333252,0.066168412566185,0.18755358457565308,0.6920431852340698,50000,0.0423799604177475,0.03425753861665726,0.039035044610500336,0.010542033240199089,0,0,0.00019099851720428708
700,0.0026640966534614563,0.003094611999889215,42.77986677197536,13.067327678313859,0.16208867728710175,0.2574287950992584,0.16089941561222076,0.0007822690531611443,1.2883059978485107,0.06701880693435669,0.18700477480888367,0.6921038627624512,50000,0.04315291345119476,0.03545432165265083,0.03902371600270271,0.010843006893992424,0,0,0.00018953816090283164
800,0.0026863953098654747,0.0029610504085818925,43.169360845963396,13.039461372222922,0.16249001026153564,0.2579241693019867,0.16207200288772583,0.0005899242823943496,1.2992231845855713,0.06765350699424744,0.18646025657653809,0.6937427520751953,50000,0.04390452057123184,0.03659074753522873,0.03901486471295357,0.011121157556772232,0,0,0.00018808897034527035
900,0.002567258197814226,0.0029781014503290257,43.11674052705094,13.044460672747384,0.16241884231567383,0.2580145597457886,0.1616652011871338,0.00043543666834011674,1.2916399240493774,0.06787525862455368,0.1864713728427887,0.6909939050674438,50000,0.04460248351097107,0.037559956312179565,0.039007384330034256,0.011389633640646935,0,0,0.00018665086015939812
1000,0.002499922411516309,0.0028725563703725734,43.52979244280969,13.033502523959335,0.162660613656044,0.25835883617401123,0.16214530169963837,0.000344577943906188,1.3869565725326538,0.06864054501056671,0.1865595281124115,0.693423867225647,50000,0.045287322252988815,0.038595572113990784,0.039007045328617096,0.011646770872175694,0,0,0.0001852237456257585
1100,0.002574683167040348,0.0027278001264979443,43.92212425536954,13.03649476118753,0.1625470519065857,0.2583440840244293,0.16224966943264008,0.00028897434822283685,1.3377771377563477,0.06876493245363235,0.1860654056072235,0.6931501030921936,50000,0.0459098219871521,0.03948258236050606,0.03899785131216049,0.01188152376562357,0,0,0.0001838075426726519
1200,0.002326509915292263,0.0025869297484556832,44.34948038130916,13.033789129725562,0.1625894010066986,0.258777379989624,0.16245770454406738,0.00016824617341626436,1.4145374298095703,0.06976861506700516,0.1861037164926529,0.6914479732513428,50000,0.04654058441519737,0.04034941643476486,0.03900197148323059,0.012108635157346725,0,0,0.00018240216787118187
1300,0.0020069382153451443,0.0026512098653862872,44.12384795332639,13.024302806545506,0.1627807915210724,0.2588486075401306,0.16275906562805176,0.00013851663970854133,1.3278915882110596,0.07102778553962708,0.18600201606750488,0.6944848895072937,50000,0.04714469611644745,0.04119383543729782,0.03899494931101799,0.01232688594609499,0,0,0.00018100753843034226
1400,0.002163260942324996,0.0025958241118739047,44.33092507740515,13.02269364081518,0.16274520754814148,0.25893840193748474,0.1627761721611023,8.903362322598696e-05,1.3495372533798218,0.0708099752664566,0.18578079342842102,0.692834198474884,50000,0.04768664762377739,0.04188386723399162,0.03899424895644188,0.012537213973701,0,0,0.00017962357219213895
1500,0.00220491667278111,0.002498023444786668,44.70892442449153,13.0211347013932,0.162866473197937,0.2588777542114258,0.16306091845035553,5.833963587065227e-05,1.3688747882843018,0.07065154612064362,0.18580347299575806,0.6913346648216248,50000,0.04820651188492775,0.04258584603667259,0.03898295387625694,0.012734579853713512,0,0,0.00017825018762674904
1600,0.0020685913041234016,0.0027001039125025272,44.106975887850616,13.017853835156226,0.16290900111198425,0.25919270515441895,0.16333214938640594,4.223844007356092e-05,1.2915960550308228,0.07124938070774078,0.18580201268196106,0.6933715343475342,50000,0.04873841628432274,0.043254438787698746,0.038989488035440445,0.012931598350405693,0,0,0.0001768873038277198
1700,0.0021084570325911045,0.00250535070275267,44.70323674066303,13.022568385882265,0.1628495454788208,0.259458065032959,0.16301925480365753,2.939376463473309e-05,1.3063418865203857,0.07168344408273697,0.18616364896297455,0.6920925378799438,50000,0.049232568591833115,0.04383789747953415,0.039001889526844025,0.013121905736625195,0,0,0.000175534840507201
1800,0.0022339504212141037,0.002466808926934997,44.83615028014522,13.005860129969305,0.16314852237701416,0.25940534472465515,0.1636360138654709,2.2223532141651958e-05,1.3920657634735107,0.07168170809745789,0.18601521849632263,0.6944907903671265,50000,0.049677781760692596,0.044451430439949036,0.038995202630758286,0.013292397372424603,0,0,0.0001741927179912158
1900,0.0022203840781003237,0.002482015018661817,44.82914959749781,13.012702126857826,0.16306819021701813,0.2594112753868103,0.16330845654010773,1.45717922350741e-05,1.3380697965621948,0.07232818752527237,0.18589964509010315,0.6940362453460693,50000,0.05012482777237892,0.044983189553022385,0.03900156915187836,0.013466279953718185,0,0,0.00017286085721496703
2000,0.002164868637919426,0.0022919984379162392,45.500753503050404,13.005055650217457,0.16309554874897003,0.25939443707466125,0.16387702524662018,1.4462235412793234e-05,1.3121676445007324,0.07271809875965118,0.18541422486305237,0.6950790882110596,50000,0.050559040158987045,0.04556632041931152,0.03899655491113663,0.013630876317620277,0,0,0.00017153917971817858
2100,0.0020167126785963774,0.0024093528433392444,45.108527409249746,12.984063946638084,0.1634979546070099,0.2596510946750641,0.16430380940437317,8.523004908056464e-06,1.34642493724823,0.07254377752542496,0.18573619425296783,0.6963600516319275,50000,0.050983671098947525,0.046111539006233215,0.03900178521871567,0.013792898505926132,0,0,0.00017022760764047527
2200,0.0025573978200554848,0.0022147252845267453,45.77848346746389,13.006477246570409,0.16313333809375763,0.25967124104499817,0.1638568937778473,7.690483471378684e-06,1.329789400100708,0.0732729434967041,0.18582868576049805,0.6946820020675659,50000,0.051392048597335815,0.04658961296081543,0.03901366889476776,0.013948182575404644,0,0,0.0001689260637167936
2300,0.0021886583417654037,0.0023371710752447448,45.30938335174754,13.01172352989893,0.16311325132846832,0.25980573892593384,0.16376619040966034,5.768340997747146e-06,1.3899505138397217,0.07282129675149918,0.1861867904663086,0.6941590309143066,50000,0.05179734155535698,0.047066736966371536,0.03902321681380272,0.014106533490121365,0,0,0.00016763447127283253
2400,0.0021158684976398945,0.002271266964574655,45.53835836890309,12.993164226568709,0.1633438766002655,0.259829580783844,0.16456633806228638,3.369323849256034e-06,1.325160026550293,0.07339610159397125,0.1853271871805191,0.6962928175926208,50000,0.05218341201543808,0.04761892929673195,0.039021365344524384,0.01425054669380188,0,0,0.0001663527542205342
2500,0.0020376876927912235,0.00215248418195794,46.00974414963809,12.987865296546008,0.1635141223669052,0.2598421573638916,0.16423867642879486,2.9436864679155406e-06,1.309983491897583,0.0738503560423851,0.1855480670928955,0.695550799369812,50000,0.052512526512145996,0.04795268177986145,0.039028190076351166,0.014391429722309113,0,0,0.00016508083705360358
2600,0.0021112936083227396,0.002192757402857145,45.85664900499375,13.002642458689245,0.16319936513900757,0.2599349021911621,0.16421236097812653,4.102980255993316e-06,1.2972557544708252,0.07413089275360107,0.1859065145254135,0.6960238218307495,50000,0.052866287529468536,0.04838613420724869,0.039042890071868896,0.01453341543674469,0,0,0.00016381864484305928
2700,0.0019915574230253696,0.002102790749631822,46.205005466388265,12.995235500536728,0.16333387792110443,0.2601964473724365,0.16463619470596313,3.6077717595617287e-06,1.283522605895996,0.07375560700893402,0.1857852041721344,0.6966219544410706,50000,0.05322130396962166,0.04881933704018593,0.03905245289206505,0.014670816250145435,0,0,0.00016256610323281957
2800,0.0020126434974372387,0.0021467017165074744,46.058487795115546,12.999723801258178,0.16328829526901245,0.26003497838974,0.1643042266368866,3.8538432818313595e-06,1.2861446142196655,0.07361326366662979,0.18588605523109436,0.6942571401596069,50000,0.053520917892456055,0.0491606742143631,0.03905629739165306,0.014798770658671856,0,0,0.0001613231384353226
2900,0.0019497884204611182,0.0021076041739434004,46.23807370955273,12.993863674775607,0.16337065398693085,0.2601672410964966,0.1644829362630844,4.289122898626374e-06,1.3013554811477661,0.07378960400819778,0.18568982183933258,0.6951658725738525,50000,0.05387294664978981,0.049603164196014404,0.039066899567842484,0.014933858998119831,0,0,0.0001600896772271782
3000,0.0021501420997083187,0.002004144713282585,46.643660669473945,12.997460036497841,0.1634015440940857,0.25990161299705505,0.16435568034648895,3.809189820458414e-06,1.2720730304718018,0.07376237958669662,0.18594956398010254,0.6957389116287231,50000,0.05416911095380783,0.049974944442510605,0.039068352431058884,0.015057920478284359,0,0,0.00015886564694485604
3100,0.0019211160251870751,0.0020318816726406417,46.49534083703717,12.995336107399622,0.163415789604187,0.2603342533111572,0.16448965668678284,4.143394562561298e-06,1.2934285402297974,0.07413414120674133,0.1863054633140564,0.6961581707000732,50000,0.05448788031935692,0.05030664801597595,0.039091646671295166,0.01519035641103983,0,0,0.0001576509754804042
3200,0.0023302333429455757,0.0019928804443528256,46.66266624060217,12.99490112844621,0.16343647241592407,0.2602095603942871,0.16430813074111938,3.036627276742365e-06,1.3195762634277344,0.07409166544675827,0.18612860143184662,0.6948227882385254,50000,0.054785408079624176,0.05065419152379036,0.0390990674495697,0.015308563597500324,0,0,0.00015644559127720036
3300,0.0019464405486360192,0.0020117805494616428,46.58959387028644,13.001742984089987,0.1632903516292572,0.25998690724372864,0.1643444150686264,3.154295882268343e-06,1.3369442224502563,0.07391209155321121,0.18595857918262482,0.6948993802070618,50000,0.055014967918395996,0.050916023552417755,0.039103951305150986,0.015418410301208496,0,0,0.00015524942332573811
3400,0.001789047266356647,0.0020635778394838176,46.36878081163548,12.989141524984964,0.16354984045028687,0.2600911259651184,0.16453824937343597,2.7238233997195493e-06,1.2842819690704346,0.07329177111387253,0.18587438762187958,0.6955472230911255,50000,0.05527384579181671,0.05120203644037247,0.03911305591464043,0.015533153899013996,0,0,0.00015406240115944288
